location,total_sqft,bath,bhk
Kathriguppe,1390.0,2.0,3
Kathriguppe,1350.0,3.0,3
Kathriguppe,1250.0,2.0,3
Kathriguppe,1300.0,3.0,3
Kathriguppe,1335.0,2.0,3
Kathriguppe,1300.0,3.0,3
Kathriguppe,1300.0,3.0,3
Kathriguppe,1335.0,2.0,3
Kathriguppe,1350.0,3.0,3
Kathriguppe,1250.0,2.0,2
Kathriguppe,1350.0,3.0,3
Kaval Byrasandra,1200.0,2.0,2
Kaval Byrasandra,1020.0,2.0,2
Kaval Byrasandra,1200.0,2.0,2
Kaval Byrasandra,945.0,2.0,2
Kaval Byrasandra,1060.0,2.0,2
Kaval Byrasandra,1100.0,2.0,2
Kaval Byrasandra,1185.0,2.0,2
Kaval Byrasandra,997.0,2.0,2
Kaval Byrasandra,1060.0,2.0,2
Kaval Byrasandra,480.0,1.0,1
Kaval Byrasandra,1125.0,2.0,2
Kaval Byrasandra,1180.0,2.0,2
Kaval Byrasandra,1450.0,3.0,3
Kaval Byrasandra,1066.0,2.0,2
Kaval Byrasandra,1025.0,2.0,2
Kaval Byrasandra,1400.0,3.0,3
Kenchenahalli,1015.0,2.0,2
Kenchenahalli,715.0,1.0,1
Kenchenahalli,1150.0,2.0,2
Kenchenahalli,1280.0,2.0,3
Kenchenahalli,870.0,1.0,2
Kenchenahalli,1150.0,2.0,2
Kenchenahalli,700.0,1.0,1
Kenchenahalli,1060.0,2.0,2
Kenchenahalli,1150.0,2.0,2
Kenchenahalli,1720.0,3.0,3
Kenchenahalli,1015.0,2.0,2
Kengeri,750.0,2.0,2
Kengeri,1197.0,2.0,2
Kengeri,1200.0,2.0,2
Kengeri,726.0,2.0,2
Kengeri,1025.0,2.0,2
Kengeri,1082.0,2.0,3
Kengeri,750.0,2.0,2
Kengeri,963.0,2.0,2
Kengeri,726.0,2.0,2
Kengeri,416.0,1.0,1
Kengeri,900.0,2.0,2
Kengeri,502.0,1.0,1
Kengeri,1200.0,3.0,3
Kengeri,725.0,2.0,2
Kengeri,500.0,1.0,1
Kengeri,540.0,1.0,1
Kengeri,750.0,2.0,2
Kengeri,1741.0,3.0,3
Kengeri,1200.0,2.0,2
Kengeri,750.0,2.0,2
Kengeri,416.0,1.0,1
Kengeri,883.0,2.0,2
Kengeri,1052.0,2.0,2
Kengeri,1220.0,2.0,2
Kengeri,1150.0,1.0,1
Kengeri,1192.0,2.0,2
Kengeri,750.0,2.0,2
Kengeri,1035.0,2.0,2
Kengeri,3000.0,5.0,8
Kengeri,410.0,1.0,1
Kengeri,416.0,1.0,1
Kengeri,2500.0,4.0,5
Kengeri,550.0,1.0,1
Kengeri Satellite Town,890.0,2.0,2
Kengeri Satellite Town,883.0,2.0,2
Kengeri Satellite Town,1415.0,2.0,3
Kengeri Satellite Town,930.0,1.0,1
Kengeri Satellite Town,1635.0,2.0,3
Kengeri Satellite Town,1050.0,2.0,2
Kengeri Satellite Town,1007.0,2.0,2
Kengeri Satellite Town,635.0,1.0,2
Kengeri Satellite Town,818.0,2.0,2
Kengeri Satellite Town,1030.0,2.0,2
Kengeri Satellite Town,1200.0,2.0,2
Kengeri Satellite Town,795.0,2.0,2
Kengeri Satellite Town,1302.5,2.0,2
Kengeri Satellite Town,800.0,2.0,2
Kengeri Satellite Town,654.0,1.0,1
Kengeri Satellite Town,1060.0,2.0,2
Kengeri Satellite Town,750.0,2.0,2
Kengeri Satellite Town,920.0,2.0,2
Kengeri Satellite Town,985.0,2.0,2
Kengeri Satellite Town,410.0,1.0,1
Kengeri Satellite Town,1120.0,2.0,2
Kengeri Satellite Town,1110.0,2.0,2
Kengeri Satellite Town,1170.0,2.0,2
Kengeri Satellite Town,777.4,2.0,2
Kengeri Satellite Town,800.0,2.0,2
Kereguddadahalli,950.0,2.0,2
Kereguddadahalli,1400.0,2.0,3
Kereguddadahalli,800.0,2.0,2
Kereguddadahalli,904.0,2.0,2
Kereguddadahalli,1000.0,2.0,2
Kereguddadahalli,1240.0,3.0,3
Kereguddadahalli,600.0,1.0,1
Kereguddadahalli,1080.0,2.0,2
Kereguddadahalli,1000.0,2.0,2
Kereguddadahalli,1015.0,2.0,2
Kodichikkanahalli,1190.0,2.0,3
Kodichikkanahalli,995.0,2.0,2
Kodichikkanahalli,1495.0,2.0,3
Kodichikkanahalli,1125.0,2.0,2
Kodichikkanahalli,1150.0,2.0,2
Kodichikkanahalli,1070.0,2.0,2
Kodichikkanahalli,1620.0,2.0,3
Kodichikkanahalli,1026.0,2.0,2
Kodichikkanahalli,450.0,1.0,1
Kodichikkanahalli,907.0,2.0,2
Kodichikkanahalli,1181.0,2.0,2
Kodichikkanahalli,900.0,2.0,2
Kodichikkanahalli,1400.0,3.0,3
Kodichikkanahalli,976.0,2.0,2
Kodichikkanahalli,2700.0,4.0,5
Kodichikkanahalli,1299.0,2.0,2
Kodigehaali,1166.0,2.0,2
Kodigehaali,1320.0,3.0,3
Kodigehaali,1117.0,2.0,2
Kodigehaali,1200.0,2.0,2
Kodigehaali,1200.0,2.0,2
Kodigehaali,2120.0,3.0,3
Kodigehaali,1013.0,2.0,2
Kodigehaali,1324.0,3.0,3
Kodigehaali,965.0,2.0,2
Kodigehaali,866.0,2.0,2
Kodigehaali,1442.0,3.0,3
Kodigehalli,1270.0,2.0,2
Kodigehalli,1200.0,2.0,2
Kodigehalli,655.0,1.0,1
Kodigehalli,1820.0,3.0,3
Kodigehalli,635.0,1.0,2
Kodigehalli,1200.0,4.0,3
Kodihalli,3252.0,5.0,4
Kodihalli,2700.0,4.0,3
Kodihalli,2392.0,4.0,3
Kodihalli,2408.0,4.0,3
Kodihalli,2500.0,4.0,3
Kodihalli,1620.0,3.0,3
Kodihalli,3260.0,5.0,4
Kodihalli,3197.0,5.0,4
Kodihalli,1490.0,2.0,2
Kogilu,1909.0,3.0,3
Kogilu,1170.0,2.0,2
Kogilu,650.0,2.0,2
Kogilu,1140.0,2.0,2
Kogilu,1200.0,2.0,2
Kogilu,1934.0,3.0,3
Kogilu,540.0,1.0,1
Kogilu,1559.0,3.0,3
Kogilu,1190.0,2.0,2
Kogilu,1140.0,2.0,2
Kogilu,1559.0,3.0,3
Kogilu,700.0,1.0,1
Kogilu,1250.0,2.0,2
Kogilu,1200.0,2.0,2
Kogilu,952.0,2.0,2
Kogilu,700.0,1.0,1
Kogilu,1250.0,2.0,2
Kogilu,2456.0,7.0,7
Kogilu,1140.0,2.0,2
Kogilu,1140.0,2.0,2
Konanakunte,2791.0,3.0,3
Konanakunte,884.0,1.0,2
Konanakunte,1200.0,4.0,4
Konanakunte,1200.0,2.0,4
Konanakunte,2400.0,2.0,3
Konanakunte,1423.0,2.0,3
Koramangala,1320.0,2.0,2
Koramangala,1253.0,2.0,2
Koramangala,1580.0,3.0,3
Koramangala,3500.0,5.0,4
Koramangala,1005.0,1.0,2
Koramangala,2292.0,4.0,3
Koramangala,1290.0,2.0,2
Koramangala,1300.0,2.0,2
Koramangala,1325.0,2.0,2
Koramangala,1140.0,2.0,2
Koramangala,1260.0,2.0,2
Koramangala,1975.0,3.0,3
Koramangala,1900.0,2.0,2
Koramangala,2292.0,3.0,3
Koramangala,2300.0,3.0,3
Koramangala,1320.0,2.0,2
Koramangala,1320.0,2.0,2
Koramangala,5985.0,4.0,4
Koramangala,2246.0,3.0,3
Koramangala,1083.0,2.0,2
Koramangala,1744.0,3.0,3
Koramangala,1180.0,2.0,2
Koramangala,1320.0,2.0,2
Koramangala,1370.0,2.0,2
Koramangala,1100.0,2.0,2
Koramangala,1249.0,2.0,2
Koramangala,1200.0,2.0,2
Koramangala,2223.0,3.0,3
Koramangala,1744.0,4.0,3
Koramangala,1866.0,4.0,3
Koramangala,1320.0,2.0,2
Koramangala,1350.0,2.0,2
Koramangala,6000.0,4.0,4
Koramangala,1320.0,2.0,2
Koramangala,1710.0,3.0,3
Koramangala,1355.0,2.0,2
Koramangala,1600.0,3.0,3
Koramangala,1260.0,2.0,2
Kothannur,1206.0,2.0,2
Kothannur,1100.0,2.0,2
Kothannur,1197.0,2.0,2
Kothannur,1197.0,2.0,2
Kothannur,1070.0,2.0,2
Kothannur,1070.0,2.0,2
Kothannur,1485.0,2.0,3
Kothannur,1215.0,2.0,3
Kothannur,1404.0,2.0,3
Kothanur,1200.0,2.0,2
Kothanur,2400.0,2.0,3
Kothanur,1828.0,3.0,3
Kothanur,1186.0,2.0,2
Kothanur,1847.0,3.0,3
Kothanur,9600.0,5.0,5
Kothanur,1435.0,3.0,3
Kothanur,1187.0,2.0,2
Kothanur,1847.0,3.0,3
Kothanur,1460.0,3.0,3
Kothanur,1185.0,2.0,2
Kothanur,1436.0,3.0,3
Kothanur,1462.0,3.0,3
Kothanur,1790.0,3.0,3
Kothanur,1070.0,2.0,2
Kothanur,1145.0,2.0,2
Kothanur,3401.0,5.0,4
Kothanur,1455.0,2.0,2
Kothanur,627.0,1.0,1
Kothanur,1302.0,2.0,2
Kothanur,1760.0,3.0,3
Kothanur,1185.0,2.0,2
Kothanur,1500.0,1.0,1
Kothanur,1075.0,2.0,2
Kothanur,1790.0,3.0,3
Kothanur,2700.0,4.0,4
Kothanur,1786.0,2.0,3
Kothanur,1787.0,3.0,3
Kothanur,1141.0,2.0,2
Kothanur,1760.0,3.0,3
Kothanur,1160.0,2.0,2
Kothanur,1095.0,2.0,2
Kothanur,1142.0,2.0,2
Kothanur,1074.0,2.0,2
Kothanur,1285.0,2.0,2
Kothanur,1075.0,2.0,2
Kothanur,1140.0,2.0,2
Kothanur,1400.0,2.0,2
Kothanur,1140.0,2.0,2
Kothanur,1787.0,3.0,3
Kothanur,1185.0,2.0,2
Kothanur,1790.0,3.0,3
Kothanur,1130.0,2.0,2
Kothanur,1094.0,2.0,2
Kothanur,1170.0,3.0,3
Kothanur,1400.0,2.0,2
Kothanur,1195.0,2.0,2
Kothanur,1790.0,3.0,3
Kothanur,1454.0,3.0,3
Kudlu,1152.0,2.0,2
Kudlu,1027.0,2.0,2
Kudlu,1092.0,2.0,2
Kudlu,1027.0,2.0,2
Kudlu,1092.0,2.0,2
Kudlu,1143.0,2.0,2
Kudlu,1024.0,2.0,2
Kudlu,1600.0,3.0,3
Kudlu,1027.0,2.0,2
Kudlu,1076.0,2.0,2
Kudlu,1027.0,2.0,2
Kudlu,1084.0,2.0,2
Kudlu,1300.0,2.0,2
Kudlu,1027.0,2.0,2
Kudlu,1245.0,2.0,3
Kudlu,1027.0,2.0,2
Kudlu,1110.0,2.0,2
Kudlu,2100.0,3.0,4
Kudlu,1027.0,2.0,2
Kudlu,720.0,1.0,1
Kudlu,1027.0,2.0,2
Kudlu,1162.0,2.0,2
Kudlu,1041.0,2.0,2
Kudlu Gate,1535.0,3.0,3
Kudlu Gate,1535.0,3.0,3
Kudlu Gate,1535.0,3.0,3
Kudlu Gate,1564.0,2.0,3
Kudlu Gate,1238.0,2.0,2
Kudlu Gate,1335.0,3.0,3
Kudlu Gate,703.0,1.0,1
Kudlu Gate,1535.0,3.0,3
Kudlu Gate,1532.0,3.0,3
Kudlu Gate,1113.0,2.0,2
Kudlu Gate,1185.0,2.0,2
Kudlu Gate,1215.0,2.0,2
Kudlu Gate,812.0,2.0,2
Kudlu Gate,1547.0,2.0,2
Kudlu Gate,1336.0,2.0,2
Kudlu Gate,1919.0,3.0,3
Kudlu Gate,1464.0,3.0,2
Kudlu Gate,1535.0,3.0,3
Kudlu Gate,1850.0,3.0,3
Kudlu Gate,940.0,2.0,2
Kudlu Gate,1215.0,2.0,2
Kudlu Gate,1164.0,2.0,2
Kudlu Gate,1183.0,2.0,2
Kudlu Gate,1850.0,3.0,3
Kudlu Gate,1183.0,2.0,2
Kudlu Gate,1200.0,2.0,2
Kudlu Gate,1310.0,2.0,2
Kumaraswami Layout,2000.0,4.0,4
Kumaraswami Layout,1000.0,2.0,2
Kumaraswami Layout,1000.0,2.0,2
Kumaraswami Layout,2400.0,7.0,7
Kumaraswami Layout,2400.0,2.0,3
Kumaraswami Layout,1310.0,2.0,3
Kumaraswami Layout,850.0,1.0,1
Kumaraswami Layout,3200.0,7.0,7
Kumaraswami Layout,1310.0,2.0,3
Kumaraswami Layout,2450.0,3.0,4
Kumaraswami Layout,3100.0,7.0,7
Kumaraswami Layout,1200.0,3.0,3
Kumaraswami Layout,1081.0,2.0,2
Kundalahalli,1724.0,3.0,3
Kundalahalli,1030.0,2.0,2
Kundalahalli,735.0,2.0,2
Kundalahalli,1047.0,2.0,2
Kundalahalli,1397.0,3.0,3
Kundalahalli,1724.0,3.0,3
Kundalahalli,1010.0,2.0,2
Kundalahalli,1397.0,3.0,3
Kundalahalli,1397.0,3.0,3
Kundalahalli,1397.0,3.0,3
Kundalahalli,1920.0,3.0,3
Kundalahalli,1397.0,3.0,3
Kundalahalli,1724.0,3.0,3
Kundalahalli,1047.0,2.0,2
Kundalahalli,1047.0,2.0,2
Kundalahalli,7000.0,4.0,4
Kundalahalli,1120.0,2.0,2
Kundalahalli,1047.0,2.0,2
Kundalahalli,1047.0,2.0,2
Kundalahalli,1724.0,3.0,3
Kundalahalli,1600.0,3.0,3
Kundalahalli,1724.0,3.0,3
Kundalahalli,1010.0,2.0,2
Kundalahalli,1047.0,2.0,2
Kundalahalli,2500.0,5.0,4
Kundalahalli,1397.0,3.0,3
Kundalahalli,1047.0,2.0,2
Kundalahalli,1260.0,2.0,2
Kundalahalli,3092.0,4.0,4
Kundalahalli,1065.0,2.0,2
Kundalahalli,1724.0,3.0,3
Kundalahalli,1047.0,2.0,2
Kundalahalli,1724.0,3.0,3
Kundalahalli,1315.0,2.0,2
Kundalahalli,2100.0,3.0,3
Kundalahalli,1724.0,3.0,3
Kundalahalli,1724.0,3.0,3
Kundalahalli,1175.0,2.0,2
LB Shastri Nagar,1043.0,2.0,2
LB Shastri Nagar,1184.0,2.0,2
LB Shastri Nagar,665.0,1.0,1
LB Shastri Nagar,1250.0,2.0,2
LB Shastri Nagar,1400.0,2.0,3
LB Shastri Nagar,1184.0,2.0,2
LB Shastri Nagar,1200.0,2.0,2
LB Shastri Nagar,1200.0,2.0,2
LB Shastri Nagar,1000.0,2.0,2
Laggere,2800.0,5.0,5
Laggere,1200.0,3.0,3
Laggere,1200.0,1.0,1
Laggere,1200.0,2.0,2
Laggere,620.0,2.0,1
Lakshminarayana Pura,1185.0,2.0,2
Lakshminarayana Pura,1600.0,2.0,3
Lakshminarayana Pura,1180.0,2.0,2
Lakshminarayana Pura,1172.0,2.0,2
Lakshminarayana Pura,1179.0,2.0,2
Lakshminarayana Pura,1149.0,2.0,2
Lakshminarayana Pura,1336.0,2.0,2
Lakshminarayana Pura,1175.0,2.0,2
Lakshminarayana Pura,1190.0,2.0,2
Lakshminarayana Pura,1200.0,2.0,2
Lakshminarayana Pura,1200.0,2.0,2
Lakshminarayana Pura,1165.0,2.0,2
Lakshminarayana Pura,1145.0,2.0,2
Lakshminarayana Pura,1500.0,3.0,3
Lakshminarayana Pura,1210.0,2.0,2
Lakshminarayana Pura,1169.0,2.0,2
Lakshminarayana Pura,1200.0,2.0,2
Lakshminarayana Pura,1172.0,2.0,2
Lakshminarayana Pura,1172.0,2.0,2
Lakshminarayana Pura,1180.0,2.0,2
Lakshminarayana Pura,1200.0,2.0,2
Lakshminarayana Pura,1200.0,2.0,2
Lakshminarayana Pura,1195.0,2.0,2
Lakshminarayana Pura,1200.0,2.0,2
Lingadheeranahalli,1521.0,3.0,3
Lingadheeranahalli,1511.0,3.0,3
Lingadheeranahalli,1683.0,3.0,3
Lingadheeranahalli,1519.0,3.0,3
Lingadheeranahalli,1521.0,3.0,3
Lingadheeranahalli,1682.0,3.0,3
Lingadheeranahalli,1521.0,3.0,3
Lingadheeranahalli,1893.0,3.0,3
Lingadheeranahalli,1705.0,3.0,3
Lingadheeranahalli,2245.0,4.0,4
Lingadheeranahalli,1682.0,3.0,3
Lingadheeranahalli,1682.0,3.0,3
Lingadheeranahalli,1506.0,3.0,3
Lingadheeranahalli,1683.0,3.0,3
Lingadheeranahalli,1684.0,3.0,3
Lingadheeranahalli,2236.0,4.0,4
Lingadheeranahalli,1894.0,4.0,3
Lingadheeranahalli,2240.0,4.0,4
Magadi Road,3600.0,6.0,6
Magadi Road,1116.0,2.0,2
Magadi Road,884.0,2.0,2
Magadi Road,1005.0,2.0,2
Magadi Road,1000.0,2.0,2
Magadi Road,1500.0,2.0,4
Magadi Road,1345.0,2.0,2
Magadi Road,5000.0,6.0,5
Magadi Road,1116.0,2.0,2
Magadi Road,1052.0,2.0,3
Magadi Road,940.0,2.0,2
Magadi Road,1318.0,2.0,3
Magadi Road,884.0,2.0,2
Mahadevpura,1150.0,2.0,2
Mahadevpura,1250.0,2.0,2
Mahadevpura,1260.0,2.0,2
Mahadevpura,730.0,1.0,1
Mahadevpura,1434.0,2.0,3
Mahadevpura,1146.0,2.0,2
Mahadevpura,1532.0,2.0,2
Mahadevpura,1620.0,2.0,3
Mahadevpura,1136.0,2.0,2
Mahadevpura,1400.0,2.0,3
Mahadevpura,1137.0,2.0,2
Mahadevpura,1601.0,3.0,3
Mahadevpura,1450.0,3.0,3
Mahadevpura,1152.0,2.0,2
Mahadevpura,1212.0,2.0,2
Mahadevpura,1505.0,3.0,3
Mahadevpura,1500.0,2.0,3
Mahadevpura,1236.0,2.0,2
Mahadevpura,1236.0,2.0,2
Mahadevpura,1120.0,2.0,2
Mahalakshmi Layout,1575.0,5.0,4
Mahalakshmi Layout,1105.0,2.0,2
Mahalakshmi Layout,1200.0,3.0,4
Mahalakshmi Layout,1200.0,2.0,3
Mahalakshmi Layout,1876.0,3.0,3
Mallasandra,1665.0,3.0,3
Mallasandra,1665.0,3.0,3
Mallasandra,1340.0,2.0,2
Mallasandra,1325.0,2.0,2
Mallasandra,1665.0,3.0,3
Mallasandra,1325.0,2.0,2
Mallasandra,905.0,2.0,2
Mallasandra,1325.0,2.0,2
Mallasandra,1325.0,2.0,2
Mallasandra,1565.0,2.0,2
Mallasandra,905.0,2.0,2
Mallasandra,1100.0,2.0,3
Malleshpalya,1140.0,2.0,2
Malleshpalya,1225.0,2.0,2
Malleshpalya,1052.0,2.0,2
Malleshpalya,1405.0,2.0,3
Malleshpalya,1065.0,2.0,2
Malleshpalya,1210.0,2.0,2
Malleshpalya,1060.0,2.0,2
Malleshpalya,1430.0,2.0,3
Malleshpalya,1421.0,2.0,2
Malleshpalya,1245.0,2.0,2
Malleshpalya,1200.0,2.0,2
Malleshpalya,1225.0,2.0,2
Malleshwaram,705.0,1.0,1
Malleshwaram,12000.0,7.0,7
Malleshwaram,2500.0,5.0,4
Malleshwaram,2006.0,3.0,3
Malleshwaram,686.0,1.0,1
Malleshwaram,2475.0,4.0,3
Malleshwaram,2610.0,3.0,3
Malleshwaram,2475.0,4.0,3
Malleshwaram,900.0,2.0,2
Malleshwaram,1420.0,2.0,2
Malleshwaram,2000.0,3.0,3
Malleshwaram,2215.0,3.0,3
Malleshwaram,2475.0,4.0,3
Malleshwaram,2215.0,4.0,3
Malleshwaram,480.0,1.0,1
Malleshwaram,1290.0,2.0,2
Malleshwaram,2475.0,4.0,3
Malleshwaram,2476.0,3.0,3
Malleshwaram,900.0,2.0,2
Malleshwaram,2050.0,4.0,3
Malleshwaram,900.0,2.0,2
Malleshwaram,620.0,1.0,1
Malleshwaram,600.0,1.0,2
Malleshwaram,2475.0,4.0,3
Malleshwaram,2215.0,3.0,3
Malleshwaram,2215.0,3.0,3
Malleshwaram,1020.0,2.0,2
Malleshwaram,600.0,1.0,2
Malleshwaram,2200.0,3.0,3
Malleshwaram,2475.0,4.0,3
Malleshwaram,1500.0,2.0,2
Malleshwaram,2475.0,4.0,3
Malleshwaram,1400.0,2.0,2
Malleshwaram,2475.0,4.0,3
Malleshwaram,2400.0,3.0,3
Malleshwaram,580.0,1.0,1
Malleshwaram,1410.0,2.0,2
Marathahalli,1220.0,2.0,2
Marathahalli,1200.0,2.0,2
Marathahalli,1200.0,2.0,2
Marathahalli,1933.0,3.0,3
Marathahalli,950.0,2.0,2
Marathahalli,1230.0,2.0,2
Marathahalli,3800.0,4.0,4
Marathahalli,1019.0,2.0,2
Marathahalli,1215.0,2.0,2
Marathahalli,2181.0,3.0,4
Marathahalli,1170.0,2.0,2
Marathahalli,1019.0,2.0,2
Marathahalli,1325.0,2.0,2
Marathahalli,1220.0,2.0,2
Marathahalli,1152.0,2.0,2
Marathahalli,1610.0,3.0,3
Marathahalli,1146.0,2.0,2
Marathahalli,1469.0,3.0,3
Marathahalli,2519.0,5.0,4
Marathahalli,957.0,2.0,2
Marathahalli,1583.0,3.0,3
Marathahalli,2524.0,5.0,4
Marathahalli,1071.0,2.0,2
Marathahalli,1215.0,2.0,2
Marathahalli,1102.0,2.0,2
Marathahalli,1900.0,3.0,3
Marathahalli,1045.0,2.0,2
Marathahalli,1215.0,2.0,2
Marathahalli,1365.0,2.0,2
Marathahalli,1208.0,2.0,2
Marathahalli,1325.0,1.0,2
Marathahalli,1525.0,3.0,3
Marathahalli,1937.0,3.0,3
Marathahalli,1550.0,3.0,3
Marathahalli,1350.0,2.0,2
Marathahalli,957.0,2.0,2
Marathahalli,1230.0,2.0,2
Marathahalli,1200.0,2.0,2
Marathahalli,607.0,1.0,1
Marathahalli,1583.0,3.0,3
Marathahalli,1075.0,2.0,2
Marathahalli,1360.0,2.0,2
Marathahalli,1220.0,2.0,2
Marathahalli,950.0,2.0,2
Marathahalli,615.0,1.0,1
Marathahalli,1595.0,3.0,3
Marathahalli,1350.0,2.0,2
Marathahalli,1020.0,2.0,2
Marathahalli,1600.0,3.0,2
Marathahalli,780.0,1.0,1
Marathahalli,1710.0,3.0,3
Marathahalli,1358.0,2.0,2
Marathahalli,1205.0,2.0,2
Marathahalli,1730.0,3.0,3
Marathahalli,1583.0,3.0,3
Marathahalli,1200.0,2.0,2
Marathahalli,1095.0,2.0,2
Marathahalli,1060.0,2.0,2
Marathahalli,1050.0,2.0,2
Marathahalli,1102.0,2.0,2
Marathahalli,1026.0,2.0,2
Marathahalli,1220.0,2.0,2
Marathahalli,881.0,2.0,2
Marathahalli,1710.0,3.0,3
Marathahalli,1680.0,3.0,3
Marathahalli,1910.0,3.0,3
Marathahalli,1602.0,2.0,2
Marathahalli,700.0,1.0,1
Marathahalli,1469.0,3.0,3
Marathahalli,1690.0,3.0,3
Marathahalli,1065.0,2.0,2
Marathahalli,1693.0,3.0,3
Marathahalli,1693.0,3.0,3
Marathahalli,1196.0,2.0,2
Marathahalli,1595.0,3.0,3
Marathahalli,2122.0,3.0,3
Marathahalli,1730.0,3.0,3
Marathahalli,1125.0,2.0,2
Marathahalli,1950.0,3.0,3
Marathahalli,1250.0,2.0,2
Marathahalli,1125.0,2.0,2
Marathahalli,1350.0,2.0,2
Marathahalli,1200.0,2.0,2
Marathahalli,2500.0,5.0,4
Marathahalli,957.0,2.0,2
Marathahalli,1350.0,2.0,2
Marathahalli,3400.0,4.0,4
Marathahalli,1350.0,2.0,2
Marathahalli,1285.0,2.0,2
Marathahalli,2500.0,5.0,4
Marathahalli,3800.0,4.0,4
Marathahalli,3951.0,4.0,4
Marathahalli,1125.0,2.0,2
Marathahalli,1700.0,3.0,3
Marathahalli,1270.0,2.0,2
Marathahalli,950.0,2.0,2
Marathahalli,1550.0,3.0,3
Marathahalli,1019.0,2.0,2
Marathahalli,1144.0,2.0,2
Marathahalli,1240.0,2.0,2
Marathahalli,1100.0,2.0,1
Marathahalli,1156.0,2.0,2
Marathahalli,2524.0,5.0,4
Marathahalli,1135.0,2.0,2
Marathahalli,1839.0,3.0,3
Marathahalli,1170.0,2.0,2
Marathahalli,1102.0,2.0,2
Marathahalli,1108.0,2.0,3
Marathahalli,1449.0,3.0,3
Marathahalli,1360.0,2.0,2
Marathahalli,1026.0,2.0,2
Marathahalli,1270.0,2.0,2
Marathahalli,1100.0,2.0,2
Marathahalli,1196.0,2.0,2
Marathahalli,1485.0,2.0,3
Marathahalli,1146.0,2.0,2
Margondanahalli,1090.0,2.0,2
Margondanahalli,1200.0,2.0,2
Margondanahalli,1200.0,2.0,2
Margondanahalli,1000.0,2.0,2
Margondanahalli,600.0,2.0,2
Margondanahalli,1200.0,2.0,2
Margondanahalli,900.0,2.0,2
Margondanahalli,1140.0,2.0,2
Margondanahalli,1100.0,2.0,2
Margondanahalli,1152.0,1.0,2
Margondanahalli,1200.0,2.0,2
Margondanahalli,1050.0,2.0,2
Margondanahalli,1160.0,2.0,2
Margondanahalli,1334.0,2.0,2
Marsur,1800.0,4.0,4
Marsur,1200.0,3.0,3
Marsur,1200.0,3.0,3
Mico Layout,5000.0,9.0,9
Mico Layout,1550.0,2.0,3
Mico Layout,1125.0,2.0,2
Mico Layout,1190.0,2.0,2
Mico Layout,800.0,1.0,1
Mico Layout,1250.0,2.0,3
Mico Layout,1171.0,2.0,2
Mico Layout,1200.0,2.0,2
Mico Layout,1670.0,3.0,3
Mico Layout,1140.0,2.0,2
Munnekollal,1170.0,2.0,2
Munnekollal,1102.0,2.0,2
Munnekollal,1390.0,3.0,3
Munnekollal,1200.0,2.0,2
Munnekollal,950.0,2.0,2
Munnekollal,1560.0,3.0,3
Munnekollal,1750.0,3.0,3
Munnekollal,1385.0,2.0,3
Munnekollal,1080.0,2.0,2
Munnekollal,1170.0,2.0,2
Munnekollal,1200.0,2.0,3
Munnekollal,1030.0,2.0,2
Murugeshpalya,1296.0,2.0,2
Murugeshpalya,1550.0,3.0,3
Murugeshpalya,1845.0,3.0,3
Murugeshpalya,1185.0,2.0,2
Murugeshpalya,1225.0,2.0,2
Murugeshpalya,1930.0,3.0,3
Murugeshpalya,1600.0,2.0,3
Murugeshpalya,1344.0,2.0,3
Murugeshpalya,1500.0,2.0,3
Murugeshpalya,1855.0,3.0,3
Murugeshpalya,1175.0,2.0,2
Mysore Road,1175.0,2.0,2
Mysore Road,1710.0,4.0,3
Mysore Road,1020.0,2.0,2
Mysore Road,1175.0,2.0,2
Mysore Road,1070.0,2.0,2
Mysore Road,1239.0,2.0,2
Mysore Road,1060.0,2.0,2
Mysore Road,980.0,2.0,2
Mysore Road,883.0,2.0,2
Mysore Road,1525.0,3.0,3
Mysore Road,1200.0,2.0,2
Mysore Road,883.0,2.0,2
Mysore Road,1070.0,2.0,2
Mysore Road,883.0,2.0,2
Mysore Road,1155.0,2.0,2
Mysore Road,1003.0,2.0,2
Mysore Road,1237.0,2.0,2
Mysore Road,883.0,2.0,2
Mysore Road,1170.0,2.0,2
Mysore Road,1029.5,2.0,2
Mysore Road,940.0,2.0,2
Mysore Road,1020.0,2.0,2
Mysore Road,1568.0,2.0,3
Mysore Road,1175.0,2.0,2
Mysore Road,1080.0,2.0,3
Mysore Road,883.0,2.0,2
NGR Layout,1020.0,2.0,2
NGR Layout,1105.0,2.0,2
NGR Layout,1022.0,2.0,2
NGR Layout,1020.0,2.0,2
NGR Layout,1019.0,2.0,2
NGR Layout,1020.0,2.0,2
NGR Layout,1021.0,2.0,2
NGR Layout,1021.0,2.0,2
NRI Layout,1565.0,2.0,3
NRI Layout,2500.0,5.0,5
NRI Layout,1125.0,2.0,2
NRI Layout,2150.0,4.0,4
NRI Layout,1250.0,2.0,2
NRI Layout,1789.0,3.0,3
NRI Layout,1731.0,3.0,3
NRI Layout,2400.0,2.0,2
Nagarbhavi,1350.0,3.0,3
Nagarbhavi,1200.0,2.0,2
Nagarbhavi,2400.0,3.0,3
Nagarbhavi,884.0,2.0,1
Nagarbhavi,1055.0,2.0,2
Nagarbhavi,1223.0,2.0,2
Nagarbhavi,956.0,2.0,2
Nagarbhavi,1200.0,2.0,2
Nagarbhavi,1145.0,2.0,2
Nagarbhavi,300.0,1.0,1
Nagarbhavi,1250.0,3.0,4
